the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,SiteID,BenchID,Category,BenchType,Installati,Address,GeocodeAdd,Street,CrossStree,Borough,ComDist,BusRoute,BID,Latitude,Longitude,FEMAFldz,FEMAFldT,HrcEvac
POINT (-73.84658660153293 40.72082073678659),4,Queens,406,29,28,16,6,1898,548,General,backed,04/26/2013,70-09 Austin Street,70-09 Austin Street,Austin Street,70th Avenue & 70th Road,Queens,406,Not Applicable,Not Applicable,40.720829,-73.846588,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89053458662025 40.749091732725844),4,Queens,403,25,39,13,14,1219,658,General,backed,12/12/2012,75-23 37th Avenue,35-88 76th Street,76th Street,37th and 35th Avenues,Queens,403,Not Applicable,Not Applicable,40.7491,-73.890536,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.77172668987942 40.76502945656849),4,Queens,411,19,26,11,6,1509,361,BID,backed,01/28/2013,39-19 Bell Blvd,39-19 Bell Blvd,Bell Blvd,39th and 40th Avenues,Queens,411,Not Applicable,Bell Blvd BBA,40.7650294566,-73.7717266899,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.73671164017532 40.67482274177654),4,Queens,413,31,29,14,5,3326,9890,Municipal Facilities,backed,07/11/2016,233-15 Merrick Boulevard,233-15 Merrick Boulevard,Merrick Boulevard,233rd Street & 234th Street,Queens,413,Not Applicable,Not Applicable,40.674831,-73.736713,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.93230857220321 40.753408733274185),4,Queens,401,26,37,12,12,4134,0,Other,backless,05/01/2018,38-27 31st Street,38-27 31st Street,31st Street,39th Avenue & 40th Avenue,Queens,401,Q102,Not Applicable,40.753417,-73.93231,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.86545559793166 40.69159274260042),4,Queens,409,30,38,12,7,2272,1104,BID,backed,12/05/2013,76-07 Jamaica Avenue,76-07 Jamaica Avenue,Jamaica Avenue,76th Street & 77th Street,Queens,409,Not Applicable,Woodhaven,40.691601,-73.865457,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8715365928856 40.7338117345384),4,Queens,404,25,35,16,6,3581,8,General,backed 2,01/21/2017,90-20 Queens Boulevard,90-20 Queens Boulevard,Queens Boulevard,57th Avenue & Woodhaven Boulevard,Queens,404,Not Applicable,Not Applicable,40.73382,-73.871538,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.81961961082827 40.71013173740958),4,Queens,408,24,27,14,6,2018,0,General,backed,07/31/2013,85-12 Main Street,85-12 Main Street,Main Street,Queens Blvd & Manton Street,Queens,408,Not Applicable,Not Applicable,40.71014,-73.819621,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88386575399504 40.747183290557714),4,Queens,404,25,39,16,14,1522,580,BID,backed,12/11/2012,40-14 82nd Street,40-14 82nd Street,82nd Street,Roosevelt Avenue and Ithaca Street,Queens,404,Not Applicable,82nd Street,40.7471832906,-73.883865754,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87718559074902 40.736447734497),4,Queens,404,25,35,16,6,3014,1474,General,backed,02/02/2015,86-15 Queens Blvd,86-15 Queens Blvd,Queens Blvd,Broadway and 55th Avenue,Queens,404,Not Applicable,Not Applicable,40.736456,-73.877187,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.88088359136485 40.71257173898441),4,Queens,405,30,28,15,6,2530,1247,Municipal Facilities,backed,06/17/2014,72-31 Metropolitan Avenue,72-31 Metropolitan Avenue,Metropolitan,Pleasantview Street and 73rd Place,Queens,405,Not Applicable,Not Applicable,40.71258,-73.880885,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88417058835186 40.74976073224575),4,Queens,403,25,39,13,14,2256,1035,Community Health Centers,backed,12/05/2013,82-01 37th Avenue,82-01 37th Avenue,82nd Street,82nd and 83rd Streets,Queens,403,Not Applicable,82nd Street,40.749769,-73.884172,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.80033361465094 40.75938172704677),4,Queens,407,19,26,11,6,2358,1362,Senior Center,backed,03/14/2014,42-15 166th Street,42-15 166th Street,166th Street,43rd Avenue & Northern Blvd,Queens,407,Not Applicable,Not Applicable,40.75939,-73.800335,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.78742562314201 40.69131073974132),4,Queens,412,28,32,10,5,4033,480,Bus Route,backed 2,04/27/2018,111-20 Guy R Brewer Boulevard,111-20 Guy R Brewer Boulevard,Guy R Brewer Boulevard,Claude Avenue & Mathias Avenue,Queens,412,Q111,Not Applicable,40.691319,-73.787427,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.86401859666269 40.727509735937154),4,Queens,406,29,28,16,6,1790,627,General,backed,06/19/2013,9209 63rd Drive,9209 63rd Drive,63rd Drive,Austin Street & Wetherole Street,Queens,406,Not Applicable,Not Applicable,40.727518,-73.86402,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.75318163904649 40.60298875595709),4,Queens,414,31,23,10,5,2446,1677,Plaza,backed,12/09/2015,10-31 Beach 20th Street,10-31 Beach 20th Street,Plaza,Beach 20th & Beach 21st Street,Queens,414,Not Applicable,Not Applicable,40.602997,-73.753183,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.8625749634915 40.74953406636619),4,Queens,404,21,39,13,14,1342,391,Plaza,backed 2,06/01/2018,103-12 Roosevelt Avenue,103-12 Roosevelt Avenue,Roosevelt Avenue,104th and National Streets,Queens,404,Q20A,Not Applicable,40.7495340664,-73.8625749635,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86181059883894 40.69461074204868),4,Queens,409,32,38,15,7,3319,1172,Municipal Facilities,backed,07/12/2016,85-41 Forest Parkway,85-41 Forest Parkway,Forest Parkway,85th Drive & 85th Road,Queens,409,Not Applicable,Not Applicable,40.694619,-73.861812,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8108516106189 40.76463972663487),4,Queens,407,20,40,16,6,4058,571,General,backless 2,08/09/2018,154-08 Northern Boulevard,154-08 Northern Boulevard,Northern Boulevard,154th Street & 155th Street,Queens,0,Q13,Not Applicable,40.764648,-73.810853,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90731157966961 40.760275730977455),4,Queens,401,22,30,12,14,3381,2422,Municipal Facilities,backed,12/03/2016,49-22 30th Avenue,49-22 30th Avenue,30th Avenue,49th Street & 50th Street,Queens,401,Not Applicable,Not Applicable,40.760284,-73.907313,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94263483639988 40.74718912721228),4,Queens,402,26,37,12,12,4109,412,General,backed 2,08/02/2018,25-29 44th Drive,25-29 44th Drive,44th Drive,Hunter Street & Jackson Avenue,Queens,402,Not Applicable,Long Island City,40.7471891272,-73.9426348364,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.88692558710487 40.755379730841064),4,Queens,403,25,34,13,14,1976,734,General,backed,09/25/2013,80-24 Northern Boulevard,80-24 Northern Boulevard,Northern Boulevard,80th & 81st Street,Queens,403,Not Applicable,Not Applicable,40.755388,-73.886927,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82815360563689 40.75504372918812),4,Queens,407,20,40,16,6,498,143,Bus Route,backless,06/20/2012,42-08 Main Street,42-08 Main Street,Main Street,Maple and Franklin Avenues,Queens,407,Q44,Not Applicable,40.755052,-73.828155,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91836157839799 40.73916873496946),4,Queens,402,26,37,12,14,4029,497,Bus Route,backless 2,04/26/2018,47-06 48th Avenue,47-06 48th Avenue,48th Avenue,47th Street & 48th Street,Queens,402,Q39,Not Applicable,40.739177,-73.918363,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82714060557832 40.764110727013275),4,Queens,407,20,40,16,6,1622,120,Senior Center,backed 2,03/05/2013,138-46 Northern Boulevard,138-46 Northern Blvd,Northern Boulevard,Union Street & Bowne Street,Queens,407,Not Applicable,Not Applicable,40.764119,-73.827142,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9125062097441 40.75591220542724),4,Queens,401,26,30,13,14,1635,579,Senior Center,backed,03/05/2013,48-14 Broadway,48-14 Broadway,Broadway,Newton Road & 49th Street,Queens,401,Not Applicable,Not Applicable,40.7559122054,-73.9125062097,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85570359805256 40.74354273190646),4,Queens,404,21,39,13,14,2359,1045,Senior Center,backed,02/07/2014,107-24 Corona Avenue,107-24 Corona Avenue,Corona Avenue,51st & 52nd Avenue,Queens,404,Not Applicable,Not Applicable,40.743551,-73.855705,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.84861860091965 40.72357373592303),4,Queens,406,29,28,16,6,2975,1254,Municipal Facilities,backless,11/24/2014,104-41 Queens Boulevard,106-1 69th Road,69th Road,Queens Boulevard & Yellowstone Boulevard,Queens,406,QM4,Not Applicable,40.723582,-73.84862,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8851055903179 40.70365274145117),4,Queens,405,30,38,15,6,3305,2217,Municipal Facilities,backed,05/27/2016,68-10 Central Avenue,68-10 Central Avenue,Central Avenue,68th Place & 69th Street,Queens,405,Not Applicable,Not Applicable,40.703661,-73.885107,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.7497974948695 40.768480734395595),4,Queens,411,19,26,11,3,2466,1212,Plaza,backless,08/19/2014,23421 41st Avenue,23421 41st Avenue,41st Avenue,235th Street,Queens,411,Not Applicable,Not Applicable,40.7684807344,-73.7497974949,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.88280258864847 40.747555732316286),4,Queens,404,21,39,13,14,3545,136,Bus Route,backed,06/21/2017,Manuel de Dios Unanue Triangle,40-12 83rd Street,83rd Street,Baxter Avenue & Roosevelt Avenue,Queens,404,Q29,Not Applicable,40.747564,-73.882804,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85836959574995 40.7579227298464),4,Queens,403,21,35,13,14,3363,2541,Municipal Facilities,backed,12/10/2016,111-12 Northern Boulevard,111-12 Northern Boulevard,Northern Boulevard,111th Street & 112th Street,Queens,403,Not Applicable,Not Applicable,40.757931,-73.858371,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8248306065581 40.758680728573275),4,Queens,407,20,40,16,6,3808,2709,Senior Safety,backless,06/28/2017,142-30 Barclay Avenue,142-46 Sanford Avenue,Sanford Avenue,Bowne Street & Union Street,Queens,407,Q12,Not Applicable,40.758689,-73.824832,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8625749634915 40.74953406636619),4,Queens,404,21,39,13,14,1342,0,Plaza,backed,06/01/2018,103-12 Roosevelt Avenue,103-12 Roosevelt Avenue,Roosevelt Avenue,104th and National Streets,Queens,404,Q20A,Not Applicable,40.7495340664,-73.8625749635,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92071457529966 40.763655730877865),4,Queens,401,22,36,12,12,2253,1157,General,backed,12/09/2013,30-94 34th Street,30-94 34th Street,34th Street,30th and 31st Avenue,Queens,401,Not Applicable,Not Applicable,40.763664,-73.920716,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.72889764194221 40.69102873826943),4,Queens,413,27,33,14,5,3301,2378,Municipal Facilities,backed,05/27/2016,233-10 Linden Boulevard,233-10 Linden Boulevard,Linden Boulevard,233rd Street & 234th Street,Queens,413,Not Applicable,Not Applicable,40.691037,-73.728899,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89150158636333 40.74897473260706),4,Queens,403,25,34,13,14,3542,2443,General,backed,12/10/2016,74-16 37th Avenue,74-16 37th Avenue,37th Avenue,74th Street & 75th Street,Queens,403,Not Applicable,Not Applicable,40.748983,-73.891503,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92119457504337 40.766784730142206),4,Queens,401,22,36,12,12,2306,1365,General,backed,12/12/2013,31-14 30th Avenue,31-14 30th Avenue,30th Avenue,31st & 32nd Street,Queens,401,Not Applicable,Not Applicable,40.766793,-73.921196,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.75898062863627 40.740610729651955),4,Queens,411,23,24,11,6,3143,1744,General,backed,09/14/2015,215-19 73rd Avenue,215-19 73rd Avenue,73rd Avenue,Bell Boulevard & 215th Street,Queens,411,Q88,Not Applicable,40.740619,-73.758982,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8562935994771 40.711297738620004),4,Queens,406,29,28,15,6,2996,1703,Health Care Facilities,backed,01/29/2015,96-10 Metropolitan Avenue,96-10 Metropolitan Avenue,Metropolitan Avenue,69th Avenue & Selfridge Street,Queens,406,Not Applicable,Not Applicable,40.711306,-73.856295,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85849959668376 40.74401773214974),4,Queens,404,21,39,13,14,3964,451,Senior Safety,backed 2,02/09/2018,104-01 Corona Avenue,104-01 Corona Avenue,Corona Avenue,104th Street & 106th Street,Queens,404,Not Applicable,Not Applicable,40.744026,-73.858501,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89256658594142 40.74887973235399),4,Queens,403,25,34,13,14,3811,2423,General,backed,06/28/2017,73-01 37th Avenue,73-01 37th Avenue,37th Avenue,73rd Street & 74th Street,Queens,403,Not Applicable,Not Applicable,40.748888,-73.892568,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87157659341877 40.73383973455544),4,Queens,404,25,35,16,6,4220,857,Bus Route,backless 2,01/29/2019,90-15 Queens Blvd,90-15 Queens Blvd,Queens Blvd,59th Avenue & 90th Street,Queens,404,Q52,Not Applicable,40.733848,-73.871578,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.86317378439352 40.6793895819968),4,Queens,409,32,23,12,8,2375,2052,Plaza,backless,01/07/2014,7402 101st Avenue,7402 101st Avenue,Drew Street & 101st Street,Drew Street & 101st Street,Queens,409,Not Applicable,Not Applicable,40.679389582,-73.8631737844,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.84677160525086 40.67640174497792),4,Queens,410,32,23,15,8,2830,637,Municipal Facilities,backless,12/02/2014,90-15 Sutter Avenue,90-15 Sutter Avenue,Sutter Avenue,90th Street and 91st Street,Queens,410,Q72,Not Applicable,40.67641,-73.846773,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.8451566053934 40.68071974395832),4,Queens,410,32,23,15,8,3948,359,Bus Route,backless 2,11/13/2017,10354 94th St,10354 94th St,Woodhaven Blvd,Rockaway blvd & 94th Street,Queens,0,Q52,Not Applicable,40.680728,-73.845158,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.92524357406405 40.76188873129451),4,Queens,401,22,36,12,12,4138,102,Other,backless,05/01/2018,3104 Broadway,3104 Broadway,31st Street,Broadway & 34th Avenue,Queens,401,Q102,Not Applicable,40.761897,-73.925245,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8638065957938 40.73065773482178),4,Queens,406,29,28,16,6,3578,73,Bus Route,backless 2,01/21/2017,95-05 Queens Blvd,95-05 62nd Drive,97th Street,97th Street & Junction Blvd,Queens,404,Q72,Not Applicable,40.730666,-73.863808,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.8625749634915 40.74953406636619),4,Queens,404,21,39,13,14,1342,385,Plaza,backed 2,06/01/2018,103-12 Roosevelt Avenue,103-12 Roosevelt Avenue,Roosevelt Avenue,104th and National Streets,Queens,404,Q20A,Not Applicable,40.7495340664,-73.8625749635,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9147065775335 40.77285472901408),4,Queens,401,22,36,12,14,3380,2211,Municipal Facilities,backed,08/17/2017,23-70 31st Street,23-70 31st Street,31st Street,24th Avenue & 23rd Road,Queens,401,Not Applicable,Not Applicable,40.772863,-73.914708,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92907457462115 40.74350073458311),4,Queens,402,26,37,12,14,1937,667,General,backed,07/03/2013,45-30 36th Street,45-30 36th Street,36th Street,Queens Blvd & 47th Avenue,Queens,402,Not Applicable,Not Applicable,40.743509,-73.929076,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92119815576095 40.74344085049068),4,Queens,402,26,37,12,14,2510,1611,BID,backed,07/25/2014,43-22 Queens Boulevard,43-22 Queens Boulevard,Queens Boulevard,43rd Street & 44th Street,Queens,402,Not Applicable,Sunnyside Shines,40.7434408505,-73.9211981558,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.75318163904649 40.60298875595709),4,Queens,414,31,23,10,5,2446,1858,Plaza,backed,12/09/2015,10-31 Beach 20th Street,10-31 Beach 20th Street,Plaza,Beach 20th & Beach 21st Street,Queens,414,Not Applicable,Not Applicable,40.602997,-73.753183,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.93235257277286 40.753383733166096),4,Queens,401,26,37,12,12,4135,0,Other,backless,05/01/2018,38-30 31st Street,38-30 31st Street,31st Street,39th Avenue & 38th Avenue,Queens,401,Q11,Not Applicable,40.753392,-73.932354,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.80958361620873 40.67507574457414),4,Queens,410,28,31,10,5,2601,1192,Municipal Facilities,backed,07/10/2014,128-16 Rockaway Boulevard,128-16 Rockaway Boulevard,Rockaway Boulevard,128th Street and 130th Street,Queens,410,Q27,Not Applicable,40.675084,-73.809585,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.84394460304806 40.71985873696182),4,Queens,406,29,28,16,6,893,318,General,backed,02/20/2013,71-27 Austin Street,71-27 Austin Street,71st Road,71st Road and Queens Blvd,Queens,406,Not Applicable,Not Applicable,40.719867,-73.843946,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8625749634915 40.74953406636619),4,Queens,404,21,39,13,14,1342,0,Plaza,backed 2,06/01/2018,103-12 Roosevelt Avenue,103-12 Roosevelt Avenue,Roosevelt Avenue,104th and National Streets,Queens,404,Q20A,Not Applicable,40.7495340664,-73.8625749635,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92566886086182 40.74398179364052),4,Queens,402,26,37,12,14,1085,134,BID,backless,09/11/2012,39-11 Queens Boulevard,39-11 Queens Boulevard,Queens Boulevard,39th Street and 39th Place,Queens,402,Q32,Sunnyside Shines,40.7439817936,-73.9256688609,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8292506055745 40.75777572875057),4,Queens,407,20,40,16,6,440,804,Bus Route,backless,09/23/2013,41-17 Main Street,41-08 Kissena Boulevard,Kissena Boulevard,Main Street,Queens,407,Q27,Not Applicable,40.757784,-73.829252,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93205457200249 40.75551373273138),4,Queens,401,26,30,12,12,1213,362,General,backed,12/12/2012,29-20 37th Avenue,29-20 37th Avenue,37th Avenue,Old Ridge Road and 30th Street,Queens,401,Not Applicable,Not Applicable,40.755522,-73.932056,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88080358877211 40.767631728551976),4,Queens,403,22,35,13,14,2297,1397,General,backless,12/12/2013,89-00 23rd Avenue,89-00 23rd Avenue,23rd Avenue,89th Street & 90th Street,Queens,403,Q48,Not Applicable,40.76764,-73.880805,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.83841260861828 40.653218749054155),4,Queens,410,32,23,15,8,4229,853,Bus Route,backless,02/05/2019,162-54 Cross Bay Blvd,162-54 Cross Bay Blvd,Cross Bay Blvd,162nd Avenue & 163rd Avenue,Queens,410,Q52,Not Applicable,40.653227,-73.838414,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.88712758805957 40.74483473344623),4,Queens,404,25,39,16,6,3967,498,Bus Route,backless 2,02/14/2018,7808 Broadway,7808 Broadway,Broadway,78th Street & 79th Street,Queens,404,Q53,Not Applicable,40.744843,-73.887129,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91106357753016 40.77583272769586),4,Queens,401,22,36,12,14,3514,0,General,backed,11/30/2016,22-16 31st Street,22-16 31st Street,31st Street,Ditmars Blvd & 23rd Avenue,Queens,401,Not Applicable,Not Applicable,40.775841,-73.911065,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92015557584632 40.76276573091486),4,Queens,401,22,36,12,12,3507,2232,General,backed,12/10/2016,35-01 31st Avenue,35-01 31st Avenue,35th street,34th Street & 35th Street,Queens,401,Not Applicable,Not Applicable,40.762774,-73.920157,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89461258602746 40.72635873749307),4,Queens,405,30,30,15,6,649,588,Bus Route,backless,04/16/2013,69-21 & 69-23 Grand Avenue,69-21 Grand Avenue,Grand Avenue,69th Place & 69th Street,Queens,405,Q58,Not Applicable,40.726367,-73.894614,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.74586563561003 40.69618873808306),4,Queens,413,27,33,14,5,3621,68,General,backed 2,05/13/2017,206-20 Linden Blvd,206-20 Linden Blvd,Linden Blvd,207th Street & Francis Lewis Blvd,Queens,413,Not Applicable,Not Applicable,40.696197,-73.745867,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.81729029129991 40.58572637112353),4,Queens,414,32,23,10,5,3949,376,Bus Route,backless 2,11/13/2017,1055 Cross Bay Blvd,1055 Cross Bay Blvd,Cross Bay Blvd,Liberty Avenue & 108th Avenue,Queens,0,Q52,Not Applicable,40.5857263711,-73.8172902913,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.80093061663096 40.72269073469158),4,Queens,408,24,25,14,6,3346,385,Municipal Facilities,backed,07/12/2016,167-01 Union Turnpike,167-01 Union Turnpike,Union Turnpike,167th Street & 168th Street,Queens,408,Not Applicable,Not Applicable,40.722699,-73.800932,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88329128893794 40.755784754819295),4,Queens,403,25,34,13,14,1978,991,General,backed,09/26/2013,84-13 Northern Boulevard,84-13 Northern Boulevard,Northern Boulevard,84th & 85th Street,Queens,403,Not Applicable,Not Applicable,40.7557847548,-73.8832912889,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.77028362446248 40.76214472545898),4,Queens,411,19,26,11,6,1974,591,General,backed,06/11/2013,42-38 Bell Boulevard,42-38 Bell Boulevard,Bell Blvd,42nd & 43rd Avenue,Queens,411,Not Applicable,Bell Blvd BBA,40.762153,-73.770285,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.78581796949256 40.67227250986216),4,Queens,412,28,32,10,5,2970,716,Municipal Facilities,backless,12/22/2014,134-0 Baisley Boulevard South,134-0 Baisley Boulevard South,Rockaway Boulevard,150th Street & Baisley Boulevard South,Queens,412,Q6,Not Applicable,40.6722725099,-73.7858179695,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.79452262062802 40.69340373978552),4,Queens,412,28,32,10,5,4032,538,Bus Route,backless,04/27/2018,108-98 157th Street,108-98 157th Street,157th Street,108th Street & 109th Street,Queens,412,Q60,Not Applicable,40.693412,-73.794524,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.76187963236654 40.66130174518129),4,Queens,413,31,31,10,5,3589,2446,General,backless,12/09/2016,Springfield Park,145-00 Springfield Boulevard,Springfield Blvd,145th Avenue & S Conduit Avenue,Queens,413,Q77,Not Applicable,40.66131,-73.761881,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.83210860789174 40.70101374023239),4,Queens,409,29,27,10,5,2295,1100,General,backed,12/09/2013,118-14 Hillside Avenue,118-14 Hillside Avenue,Hillside Avenue,Lefferts Blvd & Babbage Street,Queens,409,Not Applicable,Not Applicable,40.701022,-73.83211,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86310359575793 40.732025734976254),4,Queens,406,29,35,16,6,3579,61,Bus Route,backless 2,01/21/2017,95-40 62nd Drive,95-40 62nd Drive,62nd Drive,97th Street & Junction Boulevard,Queens,404,Not Applicable,Not Applicable,40.732034,-73.863105,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.88238875149904 40.75587990376532),4,Queens,403,25,34,13,14,1999,979,General,backed,09/30/2013,85-09 Northern Boulevard,85-09 Northern Boulevard,Northern Boulevard,85th & 86th Street,Queens,403,Not Applicable,Not Applicable,40.7558799038,-73.8823887515,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90174458513863 40.71667273884783),4,Queens,405,30,30,15,6,636,133,Bus Route,backless,04/12/2013,60-08 Fresh Pond Road,60-08 Fresh Pond Road,Fresh Pond Road,60th Avenue & 60th Road,Queens,405,Q58,Not Applicable,40.716681,-73.901746,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.77316662280319 40.76779672508475),4,Queens,411,19,26,11,6,1504,332,BID,backed,01/25/2013,36-01 Bell Blvd,36-01 Bell Blvd,Bell Blvd,36th and 38th Avenues,Queens,411,Not Applicable,Bell Blvd BBA,40.767805,-73.773168,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88335158813523 40.755754730889834),4,Queens,403,25,34,13,14,3092,1337,General,backed,06/02/2015,84-02 Northern Boulevard,84-02 Northern Boulevard,84th Street,84th Street & 85th Street,Queens,403,Not Applicable,Not Applicable,40.755763,-73.883353,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91850157781292 40.74313473484766),4,Queens,402,26,37,12,14,2513,1203,BID,backed,07/25/2014,46-09 Queens Boulevard,46-09 Queens Boulevard,Queens Boulevard,46th Street & 47th Street,Queens,402,Not Applicable,Sunnyside Shines,40.743143,-73.918503,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90889657947066 40.75749073107652),4,Queens,401,22,30,12,14,3383,102,Municipal Facilities,backed 2,06/21/2017,50-05 31st Avenue,50-05 31st Avenue,31st Avenue,Hobart Street & 50th Street,Queens,401,Not Applicable,Not Applicable,40.757499,-73.908898,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83789860643476 40.69871574021182),4,Queens,409,32,28,10,5,3248,1767,Municipal Facilities,backed,05/05/2016,111-02 86th Avenue,111-02 86th Avenue,86th Avenue,111st Street & 112nd Street,Queens,409,Not Applicable,Not Applicable,40.698724,-73.8379,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83179460755665 40.70674073905066),4,Queens,409,29,27,14,6,549,50,Bus Route,backed,06/29/2012,82-46 Lefferts Boulevard,11875 Metropolitan Avenue,Lefferts Boulevard,Metropolitan Avenue and Abingdon Road,Queens,409,Q10,Not Applicable,40.706749,-73.831796,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90136238068214 40.722705407979504),4,Queens,405,30,30,15,6,1806,312,General,backed,02/14/2013,64-02 Flushing Avenue,64-02 Flushing Avenue,Grand Avenue,64th Street and Flushing Avenue,Queens,405,Not Applicable,Not Applicable,40.722705408,-73.9013623807,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.77938662552307 40.69187173993565),4,Queens,412,27,32,14,5,4044,86,Bus Route,backless 2,05/09/2018,113-58 Merrick Boulevard,113-58 Merrick Boulevard,Merrick Boulevard,Linden Boulevard & Sayres Avenue,Queens,412,Q84,Not Applicable,40.69188,-73.779388,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.8803615899278 40.750163732026905),4,Queens,403,25,34,13,14,3409,2452,Municipal Facilities,backed,12/10/2016,86-15 37th Avenue,86-15 37th Avenue,37th Avenue,86th Street & 87th Street,Queens,403,Not Applicable,Not Applicable,40.750172,-73.880363,X,AREA OF MINIMAL FLOOD HAZARD,
